number,title,state,created_at,closed_at,author,url,ai_summary
6881,[Critical] Claude Code Glob patterns (/**) in settings.local.json don't work - breaks developer workflow,open,"Aug 30, 2025",,Latigid-Sam,https://github.com/anthropics/claude-code/issues/6881,Glob patterns with `/**` in settings.local.json don't grant recursive subdirectory access; Claude still requests permission for individual files.
6885,Agent Context Detention in Hook Events,open,"Aug 30, 2025",,klauern,https://github.com/anthropics/claude-code/issues/6885,Hooks need access to agent context information to determine if they're running within an agent workflow.
6915,Allow MCP tools to be available only to subagent,open,"Aug 31, 2025",,eli0shin,https://github.com/anthropics/claude-code/issues/6915,"Allow MCP tools to be restricted to subagents only, preventing them from cluttering main agent context."
6938,[BUG] Permission format regression: Cannot express fine-grained database permissions anymore,open,"Sep 01, 2025",,MAF27,https://github.com/anthropics/claude-code/issues/6938,"New permission format breaks fine-grained database permissions, blocking wildcards in command arguments before the required trailing `:*`."
6952,🐛 Bug Report: Unable to log in to Claude Code CLI with Teams (organization) account,open,"Sep 01, 2025",,Mel-TB,https://github.com/anthropics/claude-code/issues/6952,"Claude Code CLI login fails for Teams organization accounts; works for web but not CLI, affecting some non-admin members."
6961,[Bug] Claude Code Integration Fails in PyCharm IDE,open,"Sep 01, 2025",,DannyJPN,https://github.com/anthropics/claude-code/issues/6961,Claude Code fails to connect to PyCharm IDE despite being installed and functional standalone on Windows.
7013,[Bug] Python Code Generation: Imports Incorrectly Placed Inside Functions,open,"Sep 02, 2025",,mattgodbolt,https://github.com/anthropics/claude-code/issues/7013,Claude repeatedly generates Python imports inside functions instead of at module level despite user's linter rules and documentation.
7075,"Feature request: Claude Code profiles with isolated memory, commands, hooks, and settings",open,"Sep 03, 2025",,PaulRBerg,https://github.com/anthropics/claude-code/issues/7075,"Request for Claude Code profiles with isolated memory, commands, hooks, and settings for managing multiple frameworks."
7107,[BUG] claude outputs a bun warning,open,"Sep 04, 2025",,sarimarton-ofsz,https://github.com/anthropics/claude-code/issues/7107,Claude CLI outputs a Bun warning about missing AVX CPU support when running `claude -v` command.
7111,Feature Request: Restore Time & Token Indicators + Add Context Usage Display,open,"Sep 04, 2025",,BobbyWang0120,https://github.com/anthropics/claude-code/issues/7111,Restore time/token indicators and add context usage percentage display for better task transparency and resource awareness.
7134,"[BUG] Claude Code does not respect file encoding, corrupts Windows-1252 files",open,"Sep 04, 2025",,edlyra,https://github.com/anthropics/claude-code/issues/7134,"Claude Code assumes UTF-8 encoding for all files, corrupting Windows-1252 and other non-UTF-8 encoded files during edits."
7136,Feature request: Plan mode bypass permission,open,"Sep 04, 2025",,bkrescaperaseuse,https://github.com/anthropics/claude-code/issues/7136,Plan mode should bypass all permission prompts when using --dangerously-skip-permissions flag.
7229,[FEATURE] Terminal window title settings,open,"Sep 06, 2025",,JPBarringer,https://github.com/anthropics/claude-code/issues/7229,User requests ability to customize terminal window titles in Claude Code to display working directory and git branch information.
7296,[BUG] Agents Don't Inherit MCP Tool Access Despite Connected MCP Servers,open,"Sep 08, 2025",,alephpt,https://github.com/anthropics/claude-code/issues/7296,Agents spawned via Task tool should inherit MCP tool access from connected parent MCP servers.
7328,[FEATURE] MCP Tool Filtering: Allow Selective Enable/Disable of Individual Tools from Servers,open,"Sep 09, 2025",,BrianInAz,https://github.com/anthropics/claude-code/issues/7328,User requests ability to selectively enable/disable individual tools from MCP servers instead of loading all tools automatically.
7336,Feature Request: Lazy Loading for MCP Servers and Tools (95% context reduction possible),open,"Sep 09, 2025",,machjesusmoto,https://github.com/anthropics/claude-code/issues/7336,Lazy load MCP servers and tools on-demand instead of at startup to reduce initial context token consumption from 54% to under 5%.
7341,[Bug] Unexpected Model Switching Between Terminal Sessions,open,"Sep 09, 2025",,cvan,https://github.com/anthropics/claude-code/issues/7341,Model unexpectedly switches between terminal sessions when running multiple concurrent Claude instances.
7344,File Search Returns No Results Despite Matching Content,open,"Sep 09, 2025",,rweijnen,https://github.com/anthropics/claude-code/issues/7344,Search function fails to find text that exists in files despite matching content.
7381,[BUG] The LLM is hallucinating Claude Code command line tool output,open,"Sep 10, 2025",,ChrisChiasson,https://github.com/anthropics/claude-code/issues/7381,"Claude Code generates fake command output instead of executing actual commands, causing incorrect tool results."
7387,[BUG] Shell script occasionally fails due to crazy escaping,open,"Sep 10, 2025",,fsc-eriker,https://github.com/anthropics/claude-code/issues/7387,Shell script execution occasionally fails due to excessive or incorrect escaping of commands.
7391,[FEATURE] Ctrl-C and Esc keys should be single-purposed not multi-purposed,open,"Sep 10, 2025",,dimension-zero,https://github.com/anthropics/claude-code/issues/7391,"User requests that Ctrl-C and Esc keys should have single, dedicated purposes instead of multiple conflicting functions."
7412,[BUG] @ mentions don't work with additional directories include via add-dir command,open,"Sep 10, 2025",,deepakn97,https://github.com/anthropics/claude-code/issues/7412,@ mentions don't suggest files from directories added via /add-dir command.
7430,[BUG]  High Keystroke Latency / Excessive data being sent/logged on keystrokes,open,"Sep 11, 2025",,temrb,https://github.com/anthropics/claude-code/issues/7430,User reports excessive keystroke latency caused by high data transmission and logging on every keystroke event.
7479,[BUG] Phantom bash session notifications persist after process completion,open,"Sep 11, 2025",,jahendricks,https://github.com/anthropics/claude-code/issues/7479,Bash session notifications remain visible even after the background process finishes executing.
7490,[FEATURE] Allow users to configure which shell the Bash tool uses or inherit initial shell,open,"Sep 12, 2025",,jspiro,https://github.com/anthropics/claude-code/issues/7490,Users request ability to configure which shell the Bash tool uses instead of always using system default shell.
7502,[Bug] Auto-Compact Erases Entire Chat History Without Warning,open,"Sep 12, 2025",,DougJoseph,https://github.com/anthropics/claude-code/issues/7502,Auto-compact feature permanently deletes entire chat history without warning or recovery option.
7530,[BUG] Error during compaction,open,"Sep 12, 2025",,mtaksa,https://github.com/anthropics/claude-code/issues/7530,"`/compact` command fails with ""Conversation too long"" error, preventing users from compacting conversations."
7543,includeCoAuthoredBy: false setting not respected - keeps adding co-author credits,open,"Sep 13, 2025",,diodiogod,https://github.com/anthropics/claude-code/issues/7543,Config setting `includeCoAuthoredBy: false` ignored; co-author credits still added to commits.
7547,[BUG] Claude code CLI binary installer silently deletes itself after installation,open,"Sep 13, 2025",,apathi,https://github.com/anthropics/claude-code/issues/7547,"CLI installer binary self-deletes after installation, breaking subsequent command execution."
7563,[BUG] fnm global install will not trigger auto updates,open,"Sep 13, 2025",,xiaoxiangmoe,https://github.com/anthropics/claude-code/issues/7563,Global `fnm` npm installs don't trigger Claude Code auto-updates due to installation path location.
7568,[BUG] The Fetch tool of Claude Code does not identify properly but uses a generic UA,open,"Sep 13, 2025",,demetris,https://github.com/anthropics/claude-code/issues/7568,Fetch tool uses generic axios user-agent instead of identifying as Claude Code.
7582,Add option to disable emojis in code generation,open,"Sep 14, 2025",,famosoyuhei,https://github.com/anthropics/claude-code/issues/7582,"User requests option to disable emoji characters in code generation output for cleaner, production-ready code."
7618,[BUG] VS Code terminal steals focus even when running Claude Code externally with /ide (terminal not open),open,"Sep 15, 2025",,openclosure,https://github.com/anthropics/claude-code/issues/7618,VS Code integrated terminal steals focus when using Claude Code externally with `/ide` command.
7690,[BUG] Native installation / binary return API errors,open,"Sep 16, 2025",,secustor,https://github.com/anthropics/claude-code/issues/7690,"Native binary installation returns API errors when using certain internal tools, while NPM installation works correctly."
7718,[BUG] Claude Code crashes with SIGABRT during shutdown due to MCP server termination failure,open,"Sep 16, 2025",,jgspratt,https://github.com/anthropics/claude-code/issues/7718,Claude Code crashes with SIGABRT during shutdown when MCP server termination fails.
7738,[FEATURE] Bash completion for Claude Code tool,open,"Sep 17, 2025",,dbabokin,https://github.com/anthropics/claude-code/issues/7738,Add bash completion script installation for the Claude Code tool to enable command-line autocompletion.
7744,"[BUG]  Claude Code MCP client ignores scopes_supported from OAuth protected resource metadata, preventing refresh token issuance",open,"Sep 17, 2025",,phernandez,https://github.com/anthropics/claude-code/issues/7744,"Claude Code MCP client ignores OAuth scopes_supported metadata, preventing refresh token issuance from resource servers."
7821,[FEATURE] Ability to selectively remove context,open,"Sep 18, 2025",,jscalo,https://github.com/anthropics/claude-code/issues/7821,User requests ability to selectively remove specific context to better manage limited context window and prevent quality degradation.
7881,SubagentStop hook cannot identify which specific subagent finished due to shared session IDs,open,"Sep 19, 2025",,aaiordac,https://github.com/anthropics/claude-code/issues/7881,"Multiple subagents in same session share identical session IDs, preventing SubagentStop hook from identifying which subagent finished."
7916,[BUG] Claude Code not automatically loading .claude/settings.json during startup despite documentation indicating this should happen,open,"Sep 20, 2025",,dfellman-godaddy,https://github.com/anthropics/claude-code/issues/7916,"Claude Code fails to auto-load `.claude/settings.json` at startup, contradicting documented behavior."
7918,[Bug] File Edit Fails on Windows with Unexpected Modification Error,open,"Sep 20, 2025",,kohowski,https://github.com/anthropics/claude-code/issues/7918,"File edit operations crash on Windows with ""unexpectedly modified"" error since v1.0.111, requiring downgrade."
7989,[BUG] error typing Vietnamese telex,open,"Sep 21, 2025",,yeucodonvn,https://github.com/anthropics/claude-code/issues/7989,"Vietnamese telex input causes typing errors in Windows Terminal and VSCode, though copy-paste works normally."
8007,[BUG] OAuth error: Request failed with status code 403,open,"Sep 22, 2025",,Eldorado-ling,https://github.com/anthropics/claude-code/issues/8007,OAuth authorization fails with 403 error when clicking authorize button on Windows 11.
8034,/terminal-setup does not support GNOME Terminal,open,"Sep 22, 2025",,n8behavior,https://github.com/anthropics/claude-code/issues/8034,GNOME Terminal not supported by /terminal-setup command despite being widely used Linux default terminal.
8039,[Bug] Anthropic API Error: Image Upload Size Blocking All Message Attempts,open,"Sep 23, 2025",,jenkinsm13,https://github.com/anthropics/claude-code/issues/8039,"Image upload error causes all subsequent messages to fail, blocking further API communication."
8052,[Bug] Anthropic API Error: Credential Restricted to Claude Code,open,"Sep 23, 2025",,lookbusy1344,https://github.com/anthropics/claude-code/issues/8052,User's API credential is restricted to Claude Code only and cannot be used for general API requests.
8059,"[MODEL] Claude, by its own admission, violates rules clearly defined in CLAUDE.md file even though it is loaded into context and Claude admits it has read those rules.",open,"Sep 23, 2025",,jackstrummer,https://github.com/anthropics/claude-code/issues/8059,Claude admits violating documented rules from CLAUDE.md despite acknowledging it loaded and read them.
8077,Claude Code crashes when reading large PDF files - tool_use/tool_result block mismatch,open,"Sep 23, 2025",,npitre,https://github.com/anthropics/claude-code/issues/8077,Claude Code crashes reading large PDFs due to tool_use/tool_result block mismatch in API requests.
8092,"[BUG] This error kills the active session: API Error: 413    {""error"":{""type"":""request_too_large"",""message"":""Request exceeds the maximum size""}}",open,"Sep 24, 2025",,specul8,https://github.com/anthropics/claude-code/issues/8092,"API returns 413 error when request exceeds maximum size, terminating the active session with no recovery option."
8177,[Bug] VSCode Extension: Keyboard Shortcuts Broken on MacOS,open,"Sep 25, 2025",,alramalho,https://github.com/anthropics/claude-code/issues/8177,"VSCode Claude extension keyboard shortcuts (cmd+arrows, shift+enter) broken on macOS after update; terminal CLI works fine."
8197,[BUG] backticks and exclamations in a slash command trigger permission check,open,"Sep 25, 2025",,nedtwigg,https://github.com/anthropics/claude-code/issues/8197,Custom slash commands with backticks or exclamation marks incorrectly trigger bash permission checks.
8208,/terminal-setup error message contradicts itself regarding Windows Terminal support,open,"Sep 26, 2025",,philcarbone,https://github.com/anthropics/claude-code/issues/8208,`/terminal-setup` error message contradicts itself about Windows Terminal support availability.
8245,[BUG] System prompt wastes >10k tokens on large git repos that cannot be disabled,open,"Sep 26, 2025",,verbraucher,https://github.com/anthropics/claude-code/issues/8245,System prompt wastes excessive tokens loading git repo info in large repos without option to disable it.
8292,[FEATURE] Allow configurable mode cycling - skip Accept Edits Mode in keyboard shortcuts,open,"Sep 28, 2025",,tjx666,https://github.com/anthropics/claude-code/issues/8292,User requests ability to configure which modes are included in keyboard shortcut cycling to skip unwanted modes like Accept Edits Mode.
8318,[BUG] Environment Variables Cleared When Using Pipe Operator in Bash Tool,open,"Sep 28, 2025",,andre-c-andersen,https://github.com/anthropics/claude-code/issues/8318,Environment variables expand to newline instead of actual values when using pipe operator in Bash tool.
8324,[BUG] Can't paste image from clipboard on Linux (Ubuntu),open,"Sep 28, 2025",,danielrosehill,https://github.com/anthropics/claude-code/issues/8324,Unable to paste images from clipboard on Linux/Ubuntu with Wayland display server.
8327,[Bug/Documentation] 'Organization has been disabled' error when ANTHROPIC_API_KEY overrides Max/Pro subscription,open,"Sep 29, 2025",,Toowiredd,https://github.com/anthropics/claude-code/issues/8327,"Users with active Claude Pro subscriptions encounter ""organization disabled"" error when ANTHROPIC_API_KEY environment variable overrides their subscription credentials."
8412,Feature Request: Include usage data in status line JSON input,open,"Sep 30, 2025",,PetePeter,https://github.com/anthropics/claude-code/issues/8412,Request to include token usage data in status line JSON input for displaying rate limit information.
8451,[BUG] missing ide_selection and wrong ide_opened_file in VSCode extension,open,"Sep 30, 2025",,pasqoc,https://github.com/anthropics/claude-code/issues/8451,VSCode extension fails to populate ide_selection and incorrectly reports ide_opened_file context data.
8473,[BUG]  Error: Failed to load usage data,open,"Sep 30, 2025",,galcianuk,https://github.com/anthropics/claude-code/issues/8473,User unable to retrieve usage data; /usage command returns error instead of displaying usage information.
8477,[FEATURE] Add Option to Always Show Claude's Thinking,open,"Sep 30, 2025",,yannbam,https://github.com/anthropics/claude-code/issues/8477,User requests option to always display Claude's thinking output instead of requiring manual toggle each time.
8484,[BUG] Conversation Compaction Corrupts Tool Use/Result Pairs,open,"Sep 30, 2025",,Mintminds,https://github.com/anthropics/claude-code/issues/8484,"Conversation compaction removes tool_use blocks but leaves orphaned tool_result blocks, causing API errors."
8503,[BUG] VSCode extension v2.0.0 is missing commands and IDE tool calls,open,"Sep 30, 2025",,marcospgp,https://github.com/anthropics/claude-code/issues/8503,VSCode extension v2.0.0 missing `/ide` command and other IDE tool integrations that were available in CLI version.
8504,[FEATURE] Disable or Customize User Input Background Highlighting,open,"Sep 30, 2025",,skyboss1,https://github.com/anthropics/claude-code/issues/8504,Users with bright terminal themes find Claude Code's white background highlighting on user input text unreadable.
8509,[BUG] VS Code Extension 2.0.0 no longer opens a diff in a separate window,open,"Sep 30, 2025",,crankycyclops,https://github.com/anthropics/claude-code/issues/8509,VS Code extension 2.0.0 no longer opens diffs in a separate window like previous versions did.
8523,[BUG] Incorrect Installation Diagnostics for npm-global Installation,open,"Sep 30, 2025",,Philsmith1,https://github.com/anthropics/claude-code/issues/8523,"npm global installation shows false ""native"" installation warnings and incorrect diagnostic messages."
8536,[DOCS] Document new mascot 'Clawd' and implement an introductory welcome screen,open,"Sep 30, 2025",,coygeek,https://github.com/anthropics/claude-code/issues/8536,Document new mascot 'Clawd' and create welcome screen for Claude Code extension.
8590,[BUG] VS Code Extension has an incomplete slash command list compared to the CLI version,open,"Oct 01, 2025",,coygeek,https://github.com/anthropics/claude-code/issues/8590,VS Code extension displays incomplete slash command list compared to CLI version.
8610,[BUG] Claude code 2.0.2 can't type input,open,"Oct 01, 2025",,GWJian,https://github.com/anthropics/claude-code/issues/8610,"Claude Code 2.0.2 input field is non-functional, preventing users from typing in the text box."
8618,[Bug] SHOW-STOPPER: Claude Code 2.0.1 CLI Terminal UI Rendering Corrupted + Scrolling Instability + Completely Unusable,open,"Oct 01, 2025",,dimension-zero,https://github.com/anthropics/claude-code/issues/8618,Claude Code CLI v2.0.1 has severe display corruption with character input causing erratic scrolling and terminal output misformatting.
8637,[BUG] 400 Input is too long for requested model with `global.anthropic.claude-sonnet-4-5-20250929-v1:0`,open,"Oct 01, 2025",,eware-godaddy,https://github.com/anthropics/claude-code/issues/8637,"Claude Sonnet 4.5 Bedrock model rejects input with ""too long"" error despite previous Sonnet models accepting same content."
8660,[BUG] Edit preview/diff not showing in VSCode extension UI when confirming changes,open,"Oct 01, 2025",,apinanaivot,https://github.com/anthropics/claude-code/issues/8660,Edit preview/diff not displaying in VSCode extension UI when confirming code changes.
8674,[BUG]Claude Code VS Code Extension Fails to Detect Git Bash on Windows Despite Correct Configuration,open,"Oct 01, 2025",,GoldKingai,https://github.com/anthropics/claude-code/issues/8674,Claude Code VS Code extension fails to detect Git Bash on Windows despite correct shell configuration settings.
8697,Feature Request: Support custom agents from .claude/agents/ in Task tool,open,"Oct 01, 2025",,benbrastmckie,https://github.com/anthropics/claude-code/issues/8697,Allow Task tool to recognize and use custom agent definitions from `.claude/agents/` directory as valid subagent_type options.
8722,[BUG] VS Code extension crashes with OOM error: conversation history accumulates to 700MB+ causing infinite crash loop,open,"Oct 02, 2025",,peterchabs,https://github.com/anthropics/claude-code/issues/8722,VS Code extension crashes in infinite loop due to unbounded conversation history accumulating to 700MB+ memory usage.
8756,[BUG] max_tokens must be greater than thinking.budget_tokens,open,"Oct 02, 2025",,solace-rcampbell,https://github.com/anthropics/claude-code/issues/8756,max_tokens configuration error when max_tokens is less than thinking.budget_tokens in API requests.
8768,[BUG] Claude Code is opening a new window on every action,open,"Oct 02, 2025",,PhunkyBob,https://github.com/anthropics/claude-code/issues/8768,Claude Code 2.0.1 opens a new window for every action instead of reusing existing windows.
8856,Memory leak: Missing cleanup for /tmp/claude-*-cwd working directory tracking files,open,"Oct 03, 2025",,Sundeepg98,https://github.com/anthropics/claude-code/issues/8856,"Claude Code creates temporary `/tmp/claude-*-cwd` files to track working directories but never deletes them, causing accumulation."
8938,[BUG] claude setup-token/CLAUDE_CODE_OAUTH_TOKEN is not enough to authenticate claude,open,"Oct 04, 2025",,samodadela,https://github.com/anthropics/claude-code/issues/8938,Token setup via `claude setup-token` and `CLAUDE_CODE_OAUTH_TOKEN` environment variable insufficient for authentication in fresh containers.
8961,Claude Code ignores deny rules in .claude/settings.local.json - security vulnerability,open,"Oct 05, 2025",,sbs44,https://github.com/anthropics/claude-code/issues/8961,"Claude Code ignores deny rules in .claude/settings.local.json, creating security vulnerability."
8985,"[BUG] ""Notification"" hook doesn't work in VS Code extension ""native UI"" mode",open,"Oct 05, 2025",,jsh9,https://github.com/anthropics/claude-code/issues/8985,Notification hook fails to display in VS Code Claude Code extension's native UI mode.
9001,Scroll regression in 2.0.8 - cannot scroll conversation history,open,"Oct 06, 2025",,johnsalamito,https://github.com/anthropics/claude-code/issues/9001,"Claude Code 2.0.8 lost conversation history scrolling ability, limiting visible output to ~20 lines in terminal mode."
9046,Claude AI usage limit reached|1760000400,open,"Oct 06, 2025",,yoavxyoav,https://github.com/anthropics/claude-code/issues/9046,User experiencing persistent Claude API rate limit error for over 12 hours despite normal usage patterns.
9063,[BUG] Constantly Getting API Error: 500,open,"Oct 07, 2025",,gidorah,https://github.com/anthropics/claude-code/issues/9063,User experiencing persistent 500 API errors across most prompts despite troubleshooting attempts like toggling plan mode and clearing sessions.
9129,[BUG] Claude Code VS Code Extension Crashes on Startup - Host Extension Unexpectedly Closed,open,"Oct 08, 2025",,wellfitness,https://github.com/anthropics/claude-code/issues/9129,"Claude Code VS Code extension crashes on startup with ""host extension unexpectedly closed"" error."
9177,[FEATURE] Add user-configurable keyboard shortcut actions,open,"Oct 08, 2025",,fj,https://github.com/anthropics/claude-code/issues/9177,"Request to allow users to customize keyboard shortcuts for actions in Claude, preventing conflicts with terminal/OS shortcuts."
9184,[BUG] --dangerously-skip-permissions cannot be used with root/sudo privileges for security reasons,open,"Oct 08, 2025",,omayhemo,https://github.com/anthropics/claude-code/issues/9184,User requests ability to use `--dangerously-skip-permissions` flag when running with root/sudo privileges despite security restrictions.
9236,[BUG] Claude usage limit reached. Your limit will reset at 3pm,open,"Oct 09, 2025",,Angelopaolo23,https://github.com/anthropics/claude-code/issues/9236,"Claude Code token limit not resetting at scheduled time, causing unexpected lockouts."
9249,[Bug] Terminal Escape Sequences Incorrectly Rendered in Prompt,open,"Oct 09, 2025",,kylesnowschwartz,https://github.com/anthropics/claude-code/issues/9249,Terminal escape sequences displaying as raw text in prompt instead of being rendered properly on iTerm.
9258,[BUG] History Sessions lost in Vscode plugin,open,"Oct 10, 2025",,luyufan498,https://github.com/anthropics/claude-code/issues/9258,VS Code plugin loses chat history and conversation sessions between uses.
9274,[Feature Request] Zsh-style Prefix Matching for Command History Navigation,open,"Oct 10, 2025",,hjkatz,https://github.com/anthropics/claude-code/issues/9274,User requests zsh-style prefix matching for command history navigation where up-arrow completes based on typed prefix instead of most recent command.
9280,[BUG] Claude Code ignores permissions,open,"Oct 10, 2025",,dlmw,https://github.com/anthropics/claude-code/issues/9280,Claude Code ignores file permissions when accessing settings files in `.claude` directories.
9285,"[BUG] Claude plugin in WebStorm can't see claude, claude can't see IDE when using GitBash as Terminal application",open,"Oct 10, 2025",,mszewcz,https://github.com/anthropics/claude-code/issues/9285,Claude plugin can't communicate with WebStorm IDE when GitBash is configured as the terminal application.
9301,[BUG] Alt+Paste not working on windows 11,open,"Oct 10, 2025",,AndreVianna,https://github.com/anthropics/claude-code/issues/9301,"Alt+V keyboard shortcut for pasting images from clipboard fails on Windows 11, always showing ""image not found"" error."
9320,Status Line Not Refreshing on Thinking Mode Toggle,open,"Oct 10, 2025",,pialmmh,https://github.com/anthropics/claude-code/issues/9320,Status line fails to refresh when user toggles thinking mode using the Tab key.
9329,[Bug] WebFetch Wildcard Domain Matching Fails to Generalize,open,"Oct 10, 2025",,ewheelerinc,https://github.com/anthropics/claude-code/issues/9329,WebFetch wildcard domain matching fails; users must specify exact domains instead of using asterisk wildcards.
9340,Enhancement: Add --quiet flag to suppress tool call output,open,"Oct 11, 2025",,gmelli,https://github.com/anthropics/claude-code/issues/9340,"Request to add `--quiet` flag suppressing tool call output in interactive mode, showing only final agent responses."
9348,"[BUG] ""Allow all edits"" setting not respected during session",open,"Oct 11, 2025",,jkaster,https://github.com/anthropics/claude-code/issues/9348,"""Allow all edits"" setting fails to be respected throughout the Claude Code session."
9354,[BUG] Fix ${CLAUDE_PLUGIN_ROOT} in command markdown OR support local project plugin installation,open,"Oct 11, 2025",,bartolli,https://github.com/anthropics/claude-code/issues/9354,User requests fix for `${CLAUDE_PLUGIN_ROOT}` environment variable in command markdown or support for local project plugin installation.
9364,[BUG] Empty page after login in VSCode extension,open,"Oct 11, 2025",,IAkumaI,https://github.com/anthropics/claude-code/issues/9364,VSCode extension shows blank sidebar after user completes login via authentication code submission.
9376,[BUG] OAuth callback server hangs after authorization - setup-token and /login both fail,open,"Oct 11, 2025",,jadenschwartz22-ops,https://github.com/anthropics/claude-code/issues/9376,OAuth callback server hangs after authorization; setup-token and /login endpoints both fail to respond.
9415,[BUG] Claude Code (Pro) session limit reached after 20 minutes,open,"Oct 12, 2025",,maskalix,https://github.com/anthropics/claude-code/issues/9415,Claude Code Pro session hits usage limit after 20 minutes instead of advertised 3-hour limit.
9435,[BUG] Custom Slash Commands Not Loading on Termux,open,"Oct 12, 2025",,rosaldo,https://github.com/anthropics/claude-code/issues/9435,Custom slash commands in `.claude/commands/` not being discovered or loaded when using Claude Code in Termux on Android.
9444,[FEATURE] Support for Plugin Dependencies and Shared Resources,open,"Oct 12, 2025",,jawhnycooke,https://github.com/anthropics/claude-code/issues/9444,Request to add plugin dependency management and shared resource library support to enable plugins to declare and use dependencies on other plugins.
9450,[BUG] Error: Failed to spawn Claude Code process: spawn ... ENOENT,open,"Oct 13, 2025",,kittoyeah,https://github.com/anthropics/claude-code/issues/9450,Claude Code process fails to spawn with ENOENT error; unable to execute code functionality.
9488,[FEATURE] Expose Thinking Mode Status in StatusLine JSON Input,open,"Oct 13, 2025",,huangyingw,https://github.com/anthropics/claude-code/issues/9488,Feature request: Add thinking mode status to statusLine JSON input for scripts to display current thinking mode state.
9516,[FEATURE] User Interrupt Hook,open,"Oct 14, 2025",,arhgap11b,https://github.com/anthropics/claude-code/issues/9516,User requests a new hook event that triggers when users manually interrupt Claude Code's response generation.
9537,"[BUG] Plugin marketplace removal doesn't clean up settings.json, causing marketplace to reinstall",open,"Oct 14, 2025",,dylan-huff-apex,https://github.com/anthropics/claude-code/issues/9537,"Removing marketplace via `/plugin` menu succeeds but fails to clean settings.json, causing marketplace to reinstall."
9608,[BUG] When Claude Code receives HTTP 404 with a session ID error from an MCP server it should start a new session but it doesn'ty.,open,"Oct 15, 2025",,andy26nash,https://github.com/anthropics/claude-code/issues/9608,Claude Code fails to start a new session after receiving HTTP 404 with session ID error from MCP server.
9617,Feature Request: Pro Plan 5-Hour Window Usage Visibility,open,"Oct 15, 2025",,deanandreakis,https://github.com/anthropics/claude-code/issues/9617,Pro plan users need visibility into token usage within their 5-hour rolling window to avoid unexpected rate limit interruptions.
9628,[BUG] CC crashes with new release of Nodejs v25,open,"Oct 16, 2025",,arimxyer,https://github.com/anthropics/claude-code/issues/9628,Claude Code crashes with Node.js v25 due to undefined prototype errors in deprecated dependencies.
9631,[FEATURE] Add support for Microsoft Word (.docx) editing with track changes,open,"Oct 16, 2025",,ceaston-trumid,https://github.com/anthropics/claude-code/issues/9631,"Request support for reading, editing, and creating Microsoft Word documents with track changes functionality in Claude Code."
9666,[BUG] : fresh native installation raise warning about npm,open,"Oct 16, 2025",,S1M0N38,https://github.com/anthropics/claude-code/issues/9666,Fresh native installation on macOS raises npm warning despite clean removal and reinstall.
9686,[BUG] JSON schema specified in the marketplace.json doesn't exist,open,"Oct 16, 2025",,fcakyon,https://github.com/anthropics/claude-code/issues/9686,JSON schema URL specified in marketplace.json points to non-existent file.
9713,[Bug] Anthropic API Error: chatParticipant must be declared in package.json,open,"Oct 17, 2025",,GamerWil26,https://github.com/anthropics/claude-code/issues/9713,Claude Code extension fails to run in sidebar mode due to missing chatParticipant declaration in package.json configuration.
9716,[BUG] Claude Code assistant not aware of available skills in .claude/skills/ directory,open,"Oct 17, 2025",,vanek-21-code,https://github.com/anthropics/claude-code/issues/9716,Claude Code doesn't recognize custom skills in `.claude/skills/` directory and manually searches codebase instead of using available skills.
9719,[BUG] Marketplace add fails when cloning via Github Slug/ SSH. No issue with HTTPS,open,"Oct 17, 2025",,Kamalnrf,https://github.com/anthropics/claude-code/issues/9719,Marketplace add command fails with GitHub slug/SSH cloning but works with HTTPS URLs.
9722,[BUG] SIGABRT crash on macOS 11.5.2 with Claude Code 2.0.21 (works on 2.0.9),open,"Oct 17, 2025",,tianctrl,https://github.com/anthropics/claude-code/issues/9722,"Claude Code 2.0.21 crashes with SIGABRT on macOS 11.5.2, while version 2.0.9 works fine."
9728,[BUG] Claude Code for WebStorm Plugin,open,"Oct 17, 2025",,realDirac,https://github.com/anthropics/claude-code/issues/9728,"Claude Code WebStorm plugin crashes or fails to function properly, preventing user from utilizing the tool despite wanting to use it."
9731,[BUG] Overlay too dark when showing options - previous conversation unreadable,open,"Oct 17, 2025",,Gsusto,https://github.com/anthropics/claude-code/issues/9731,Overlay darkening when displaying options makes previous conversation text unreadable.
9740,[BUG] Adding marketplace with custom SSH git url is not allowed,open,"Oct 17, 2025",,gastonsilva,https://github.com/anthropics/claude-code/issues/9740,Users cannot add marketplaces with custom SSH Git URLs; only standard format URLs are accepted.
9745,[BUG] EPERM on long commands still crashing Claude Code,open,"Oct 17, 2025",,joetomasone,https://github.com/anthropics/claude-code/issues/9745,Long commands should run in background but Claude Code crashes with EPERM errors instead.
9754,[BUG] Extension Can't reference folders while CLI can,open,"Oct 17, 2025",,sitefinitysteve,https://github.com/anthropics/claude-code/issues/9754,Extension fails to reference folders with @ syntax while CLI successfully resolves folder paths.
9758,[BUG] Hook .sh scripts open in VSCode instead of executing on Windows Terminal/PowerShell,open,"Oct 17, 2025",,neurosie,https://github.com/anthropics/claude-code/issues/9758,Hook .sh scripts open in VSCode instead of executing on Windows Terminal/PowerShell when called.
9769,[FEATURE] Make ALL System Reminder message types OPTIONAL individually,open,"Oct 17, 2025",,acidtech,https://github.com/anthropics/claude-code/issues/9769,Allow users to individually toggle each system reminder message type on/off to prevent context pollution and functionality issues.
