number,title,state,created_at,closed_at,author,url,ai_summary
26647,[FEATURE] Allow hooks for asking users questions,open,"Feb 18, 2026",,hwittenborn,https://github.com/anthropics/claude-code/issues/26647,Allow hooks for asking users questions. Preflight Checklist - [x] I have searched existing requests and this feature hasn't been requested yet - [x] This is a single feature request (not multiple features) Problem Statement I have a use cas
26646,"[BUG] Claude Desktop Cowork: Freezing, API 500 errors, and 12GB VM bundle causing instability on macOS 26.3",open,"Feb 18, 2026",,jackie3169,https://github.com/anthropics/claude-code/issues/26646,"Claude Desktop Cowork: Freezing, API 500 errors, and 12GB VM bundle causing instability on macOS 26.3"
26645,Operum: Agents not starting correctly in new version,open,"Feb 18, 2026",,obprimak,https://github.com/anthropics/claude-code/issues/26645,Operum: Agents not starting correctly in new version. Issue Report Reported by: PM Agent (Lead Connector team) Date: 2026-02-18 Team ID: 3f19f3f9-0d74-4ebe-9ea8-a0cad5cd929a Problem Some agents are not starting correctly in the new version of Operum
26644,Slash command picker does not filter — always executes first item,open,"Feb 18, 2026",,gnkdm9697,https://github.com/anthropics/claude-code/issues/26644,Slash command picker does not filter — always executes first item
26642,"Claude ignored scoped instruction, called mass-send endpoint instead of single email",open,"Feb 18, 2026",,caithrin01,https://github.com/anthropics/claude-code/issues/26642,"Claude ignored scoped instruction, called mass-send endpoint instead of single email"
26641,Visual completion indicator for task summaries (green border/box),open,"Feb 18, 2026",,mike-futureproofedge,https://github.com/anthropics/claude-code/issues/26641,Visual completion indicator for task summaries (green border/box)
26640,Cowork Sandbox completely unusable — missing srt binary,open,"Feb 18, 2026",,CPKINKEAD,https://github.com/anthropics/claude-code/issues/26640,Cowork Sandbox completely unusable — missing srt binary. Preflight Checklist - [x] I have searched existing issues and this hasn't been reported yet - [x] This is a single bug report (please file separate reports for different bugs) - [x] I am using the lat
26639,[BUG] VS Code: Endless session loading.,open,"Feb 18, 2026",,OBugroviy,https://github.com/anthropics/claude-code/issues/26639,VS Code: Endless session loading.. Preflight Checklist - [x] I have searched existing issues and this hasn't been reported yet - [x] This is a single bug report (please file separate reports for different bugs) - [x] I am using the lat
26638,[Bug] Claude Code desktop application crashes with unresponsive processes after startup,open,"Feb 18, 2026",,stijn-hoorelbeke,https://github.com/anthropics/claude-code/issues/26638,[Bug] Claude Code desktop application crashes with unresponsive processes after startup
26636,Bash tool stdout pipe broken on Windows - commands execute but output not captured (v2.1.45),open,"Feb 18, 2026",,vincitamore,https://github.com/anthropics/claude-code/issues/26636,Bash tool stdout pipe broken on Windows - commands execute but output not captured (v2.1.45)
26633,사용자 허락 없이 임의로 작업을 진행하는 문제,open,"Feb 18, 2026",,coverboy,https://github.com/anthropics/claude-code/issues/26633,사용자 허락 없이 임의로 작업을 진행하는 문제. 문제 상황 Claude Code가 사용자의 명시적인 지시를 받지 않았는데도 임의로 작업을 진행하려고 합니다
26632,[BUG] Forced API key login from employer poisoned personal settings in Claude Code CLI.,open,"Feb 18, 2026",,scorp508,https://github.com/anthropics/claude-code/issues/26632,Forced API key login from employer poisoned personal settings in Claude Code CLI
26631,[BUG] claude code CLI - Terminal screen goes blank when typing after restoring VS Code panel from maximized state,open,"Feb 18, 2026",,komealy,https://github.com/anthropics/claude-code/issues/26631,claude code CLI - Terminal screen goes blank when typing after restoring VS Code panel from maximized state
26630,Permission pattern matching fails for commands with quoted paths containing special characters,open,"Feb 18, 2026",,will-edencrew,https://github.com/anthropics/claude-code/issues/26630,Permission pattern matching fails for commands with quoted paths containing special characters
26627,[BUG] claude-ssh folder missing after fresh install on Windows x64,open,"Feb 18, 2026",,Deimantas-T,https://github.com/anthropics/claude-code/issues/26627,claude-ssh folder missing after fresh install on Windows x64
26625,Allow disabling claude.ai MCP connectors per-client (Claude Code vs Chat),open,"Feb 18, 2026",,JEM-Fizbit,https://github.com/anthropics/claude-code/issues/26625,Allow disabling claude.ai MCP connectors per-client (Claude Code vs Chat)
26624,[BUG] Can't stash image-only prompt,open,"Feb 18, 2026",,brunobely,https://github.com/anthropics/claude-code/issues/26624,Can't stash image-only prompt. Preflight Checklist - [x] I have searched existing issues and this hasn't been reported yet - [x] This is a single bug report (please file separate reports for different bugs) - [x] I am using the lat
26620,AskUserQuestion: question text not rendered in Warp terminal,open,"Feb 18, 2026",,gjfmunneke-dev,https://github.com/anthropics/claude-code/issues/26620,AskUserQuestion: question text not rendered in Warp terminal
26616,"[FEATURE] Sandbox should isolate all tool execution, not just Bash",open,"Feb 18, 2026",,carrotRakko,https://github.com/anthropics/claude-code/issues/26616,"Sandbox should isolate all tool execution, not just Bash. Preflight Checklist - [x] I have searched existing requests and this feature hasn't been requested yet - [x] This is a single feature request (not multiple features) Problem Statement Claude Code's sa"
26615,[BUG] Improve stash reliability,open,"Feb 18, 2026",,brunobely,https://github.com/anthropics/claude-code/issues/26615,Improve stash reliability. Preflight Checklist - [x] I have searched existing issues and this hasn't been reported yet - [x] This is a single bug report (please file separate reports for different bugs) - [x] I am using the lat
26613,[BUG] Cowork VM boots but API unreachable on Windows - HNS NAT missing WinNAT rule,open,"Feb 18, 2026",,dorofino,https://github.com/anthropics/claude-code/issues/26613,Cowork VM boots but API unreachable on Windows - HNS NAT missing WinNAT rule
26612,Feature Request: Allow editing/renaming conversation titles,open,"Feb 18, 2026",,yvzkr,https://github.com/anthropics/claude-code/issues/26612,"Feature Request: Allow editing/renaming conversation titles. Currently, conversation titles are auto-generated from the first message and cannot be edited afterward"
26610,"[BUG]  Bash tool fails on Windows — ""Session environment not yet supported on Windows"" (v2.1.45)",open,"Feb 18, 2026",,gnrh1,https://github.com/anthropics/claude-code/issues/26610,"Bash tool fails on Windows — ""Session environment not yet supported on Windows"" (v2.1.45)"
26606,[Bug] Anthropic API Error: Internal Server Error (500),open,"Feb 18, 2026",,vitsafarik,https://github.com/anthropics/claude-code/issues/26606,"[Bug] Anthropic API Error: Internal Server Error (500). API Error: 500 {""type"":""error"",""error"":{""type"":""api_error"",""message"":""Internal server error""},""request_id"":""req_011CYFmrpsCfZVCj4YKZhnV5""} Info - Platform: linux - Terminal: vte-based - Version: 2"
26604,"I appreciate the feedback, but this appears to be a positive testimonial in French rather than a bug report for Claude Code. The message praises the tool overall but mentions a concern about Claude not reading entire files and potentially missing informati",open,"Feb 18, 2026",,Luc1290,https://github.com/anthropics/claude-code/issues/26604,"I appreciate the feedback, but this appears to be a positive testimonial in French rather than a bug report for Claude Code. The message praises the tool overall but mentions a concern about Claude not reading entire files and potentially missing informati"
26602,Add /usage command support for corporate plans,open,"Feb 18, 2026",,rsivakanth,https://github.com/anthropics/claude-code/issues/26602,Add /usage command support for corporate plans. Preflight Checklist - [x] I have searched existing requests and this feature hasn't been requested yet - [x] This is a single feature request (not multiple features) Problem Statement The `/usage` com
26601,Add date range filtering to /insights command,open,"Feb 18, 2026",,ckumick-va,https://github.com/anthropics/claude-code/issues/26601,Add date range filtering to /insights command. Feature Request The `/insights` command currently analyzes all sessions in the data set with no way to filter by date range
26598,Custom skills don't shadow built-in commands with the same name,open,"Feb 18, 2026",,adamtaylor13,https://github.com/anthropics/claude-code/issues/26598,Custom skills don't shadow built-in commands with the same name
26596,[Bug] cygpath command fails on Windows path conversion,open,"Feb 18, 2026",,mastererickdiaz,https://github.com/anthropics/claude-code/issues/26596,[Bug] cygpath command fails on Windows path conversion. error: Command failed: cygpath -u 'd:\wrks-corebank\corebank' node:child_process:1010:22 - genericNodeError (node:child_process:1010:22) - checkExecSyncError (node:child_process:470:27) - execSync (no
26594,[MODEL] Lied about task completion and further lied about analysis of what outcome on the sytem,open,"Feb 18, 2026",,drlukeangel,https://github.com/anthropics/claude-code/issues/26594,Lied about task completion and further lied about analysis of what outcome on the sytem
26592,VS Code extension: tool call output needs secondary visual hierarchy,open,"Feb 18, 2026",,synergy49,https://github.com/anthropics/claude-code/issues/26592,VS Code extension: tool call output needs secondary visual hierarchy
26590,Recurring Bun crash on Windows: panic(main thread): switch on corrupt value,open,"Feb 18, 2026",,Infinitegameworks,https://github.com/anthropics/claude-code/issues/26590,Recurring Bun crash on Windows: panic(main thread): switch on corrupt value
26589,[BUG] Windows 11 28020.1611.br - with hyperV installed - cowork not appaer,open,"Feb 18, 2026",,cor277,https://github.com/anthropics/claude-code/issues/26589,Windows 11 28020.1611.br - with hyperV installed - cowork not appaer
26587,[Bug] Claude Code ignores user interrupt/stop commands,open,"Feb 18, 2026",,TrueElement,https://github.com/anthropics/claude-code/issues/26587,[Bug] Claude Code ignores user interrupt/stop commands. If you are going to make claude able to ignore user instructions - he needs a punishment mechanism
26586,[BUG] SessionStart hook spawning powershell.exe permanently disables keyboard input in Claude Code TUI on Windows,open,"Feb 18, 2026",,muckinger,https://github.com/anthropics/claude-code/issues/26586,SessionStart hook spawning powershell.exe permanently disables keyboard input in Claude Code TUI on Windows
26582,[FEATURE] Cloud-synced memory + cross-user learning from resolved         issues,open,"Feb 18, 2026",,a8862300,https://github.com/anthropics/claude-code/issues/26582,Cloud-synced memory + cross-user learning from resolved issues
26579,Feature Request: read-mode — interactive pacing with blocking PreCompact and context % indicator,open,"Feb 18, 2026",,0xebjc,https://github.com/anthropics/claude-code/issues/26579,Feature Request: read-mode — interactive pacing with blocking PreCompact and context % indicator
26578,"[BUG] Windows Desktop: ""Claude will be back"" crashes, Settings inaccessible, Get Help non-functional, Cowork ECONNRESET (Max Plan)",open,"Feb 18, 2026",,kiliczulkuf1-dotcom,https://github.com/anthropics/claude-code/issues/26578,"Windows Desktop: ""Claude will be back"" crashes, Settings inaccessible, Get Help non-functional, Cowork ECONNRESET (Max Plan)"
26577,VS Code Extension: No easy way to remove auto-attached file from prompt,open,"Feb 18, 2026",,shawnkelshaw,https://github.com/anthropics/claude-code/issues/26577,VS Code Extension: No easy way to remove auto-attached file from prompt
26576,[FEATURE] Bundled Daily API Allotment for Subscription Plans to Enable Sanctioned Third-Party Agentic Platform Access,open,"Feb 18, 2026",,steven-kramer,https://github.com/anthropics/claude-code/issues/26576,Bundled Daily API Allotment for Subscription Plans to Enable Sanctioned Third-Party Agentic Platform Access
26573,"[BUG]  can't switch other account , it stay in old account why",open,"Feb 18, 2026",,sayanthankathir236-svg,https://github.com/anthropics/claude-code/issues/26573,"can't switch other account , it stay in old account why. Preflight Checklist - [x] I have searched existing issues and this hasn't been reported yet - [x] This is a single bug report (please file separate reports for different bugs) - [x] I am using the lat"
26572,"Proposal: CustomPaneBackend protocol — decouple agent teams from tmux CLI to unblock Ghostty, WezTerm, Zellij, KILD, and remote deployments",open,"Feb 18, 2026",,Wirasm,https://github.com/anthropics/claude-code/issues/26572,"Proposal: CustomPaneBackend protocol — decouple agent teams from tmux CLI to unblock Ghostty, WezTerm, Zellij, KILD, and remote deployments"
26570,VS Code Extension: 'invalid beta flag' ValidationException in API calls,open,"Feb 18, 2026",,ThePlenkov,https://github.com/anthropics/claude-code/issues/26570,VS Code Extension: 'invalid beta flag' ValidationException in API calls
26569,"[BUG] (Windows 11 Pro, HypervisorPlatform activé, même erreur",open,"Feb 18, 2026",,AfedJob,https://github.com/anthropics/claude-code/issues/26569,"(Windows 11 Pro, HypervisorPlatform activé, même erreur. Preflight Checklist - [x] I have searched existing issues and this hasn't been reported yet - [x] This is a single bug report (please file separate reports for different bugs) - [x] I am using the lat"
26567,[BUG] Cowork - Unable to connect to Claude API on Windows (ECONNRESET / Request timed out),open,"Feb 18, 2026",,profatilladeoliveira-hash,https://github.com/anthropics/claude-code/issues/26567,Cowork - Unable to connect to Claude API on Windows (ECONNRESET / Request timed out)
26563,Hook payload session_id misattributed after /resume,open,"Feb 18, 2026",,gulliversgames,https://github.com/anthropics/claude-code/issues/26563,"Hook payload session_id misattributed after /resume. After resuming a session with `/resume`, the `session_id` in hook payloads switches to a different, older session ID"
26562,[BUG] Bash tool returns empty output for SSH commands that work in regular terminal,open,"Feb 18, 2026",,baslogic,https://github.com/anthropics/claude-code/issues/26562,Bash tool returns empty output for SSH commands that work in regular terminal
26560,[DOCS] Incorrect information on relative permission paths vs. settings.json or counter-intuitive behavior,open,"Feb 18, 2026",,dawiddfw,https://github.com/anthropics/claude-code/issues/26560,[DOCS] Incorrect information on relative permission paths vs. settings.json or counter-intuitive behavior
26559,SessionStart hook /dev/tty output races with welcome banner on /clear,open,"Feb 18, 2026",,jdomenech-vf,https://github.com/anthropics/claude-code/issues/26559,SessionStart hook /dev/tty output races with welcome banner on /clear
26558,Bash tool fails with exit code 1 on Windows - stdout capture broken,open,"Feb 18, 2026",,enyakucera,https://github.com/anthropics/claude-code/issues/26558,Bash tool fails with exit code 1 on Windows - stdout capture broken
26557,sonnet[1m] not available on Max subscription despite docs not restricting it,open,"Feb 18, 2026",,NKDesign30,https://github.com/anthropics/claude-code/issues/26557,sonnet[1m] not available on Max subscription despite docs not restricting it
26556,[FEATURE] Show Opus Plan in /model command options,open,"Feb 18, 2026",,PaulRBerg,https://github.com/anthropics/claude-code/issues/26556,"Show Opus Plan in /model command options. Problem When running `/model`, the interactive picker shows individual models (Sonnet, Opus, Haiku) but doesn't include composite model modes like ""Opus Plan"" (`opusplan`)"
26555,[BUG] Official marketplace plugins fail validation — 'category' and 'source' keys leak into cached plugin.json,open,"Feb 18, 2026",,SureneruS,https://github.com/anthropics/claude-code/issues/26555,Official marketplace plugins fail validation — 'category' and 'source' keys leak into cached plugin.json
26554,[BUG] Cowork: RPC error -1 virtiofs/Plan9 mount fails after first task on Windows 11 Pro with Hyper-V enabled,open,"Feb 18, 2026",,Jake-Gr,https://github.com/anthropics/claude-code/issues/26554,Cowork: RPC error -1 virtiofs/Plan9 mount fails after first task on Windows 11 Pro with Hyper-V enabled
26552,[BUG] React #185 infinite re-render loop,open,"Feb 18, 2026",,Dan503,https://github.com/anthropics/claude-code/issues/26552,React #185 infinite re-render loop. Preflight Checklist - [x] I have searched existing issues and this hasn't been reported yet - [x] This is a single bug report (please file separate reports for different bugs) - [x] I am using the lat
26549,Claude Desktop co-work task fails: sandbox-helper exec format error for missing srt binary,open,"Feb 18, 2026",,ngaal,https://github.com/anthropics/claude-code/issues/26549,Claude Desktop co-work task fails: sandbox-helper exec format error for missing srt binary
26547,[Bug] Bash commands exit with code 1 on Windows due to file descriptor incompatibility with Git Bash,open,"Feb 18, 2026",,adamk2424,https://github.com/anthropics/claude-code/issues/26547,[Bug] Bash commands exit with code 1 on Windows due to file descriptor incompatibility with Git Bash
26542,"[BUG] API Error: 400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""messages.1.content.0.thinking.signature: Field required""},""request_id"":""req_011CYFMQMVeUFaeJoMHGWQHP""}",open,"Feb 18, 2026",,Alucard24,https://github.com/anthropics/claude-code/issues/26542,"API Error: 400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""messages.1.content.0.thinking.signature: Field required""},""request_id"":""req_011CYFMQMVeUFaeJoMHGWQHP""}"
26541,[BUG] Unable to disable vscode self install,open,"Feb 18, 2026",,mtrin,https://github.com/anthropics/claude-code/issues/26541,Unable to disable vscode self install. Preflight Checklist - [x] I have searched existing issues and this hasn't been reported yet - [x] This is a single bug report (please file separate reports for different bugs) - [x] I am using the lat
26539,[FEATURE] Tiered context compression to replace blunt summarization,open,"Feb 18, 2026",,TimmyDean,https://github.com/anthropics/claude-code/issues/26539,Tiered context compression to replace blunt summarization. Preflight Checklist - [x] I have searched existing requests and this feature hasn't been requested yet - [x] This is a single feature request (not multiple features) Problem Statement aDuring long cod
26538,"[BUG] Cowork: saved session fails to reload with ""Prompt is too long"" error",open,"Feb 18, 2026",,Spectromorph,https://github.com/anthropics/claude-code/issues/26538,"Cowork: saved session fails to reload with ""Prompt is too long"" error"
26537,Non-allowlisted Bash commands silently rejected instead of prompting user,open,"Feb 18, 2026",,LukasMerz,https://github.com/anthropics/claude-code/issues/26537,Non-allowlisted Bash commands silently rejected instead of prompting user
26536,[BUG] Claude Code Desktop (Windows) - SSH claude-ssh-linux-amd64 Binary Not Found,open,"Feb 18, 2026",,AithaTarun,https://github.com/anthropics/claude-code/issues/26536,Claude Code Desktop (Windows) - SSH claude-ssh-linux-amd64 Binary Not Found
26533,"[MODEL] Opus 4.6 ignores document instructions, repeats failed solutions, and fabricates misleading self-diagnosis",open,"Feb 18, 2026",,marlvinvu,https://github.com/anthropics/claude-code/issues/26533,"Opus 4.6 ignores document instructions, repeats failed solutions, and fabricates misleading self-diagnosis"
26532,[Bug] Claude Code loses context of saved plans during multi-phase execution and loops on outdated plans,open,"Feb 18, 2026",,joesh,https://github.com/anthropics/claude-code/issues/26532,[Bug] Claude Code loses context of saved plans during multi-phase execution and loops on outdated plans
26531,"[BUG] [Windows] Bun panic ""switch on corrupt value"" crashes during Bash tool execution (v2.1.45 / Bun 1.3.10-canary.63)",open,"Feb 18, 2026",,plashal,https://github.com/anthropics/claude-code/issues/26531,"[Windows] Bun panic ""switch on corrupt value"" crashes during Bash tool execution (v2.1.45 / Bun 1.3.10-canary.63)"
26530,[FEATURE] Allow wildcard permissions for WebSearch tool (like all other tools),open,"Feb 18, 2026",,chrisnet123,https://github.com/anthropics/claude-code/issues/26530,Allow wildcard permissions for WebSearch tool (like all other tools)
26528,[Bug] Critical Memory Leak in Claude CLI - Grows to 8.5GB+ During Code Generation,open,"Feb 18, 2026",,Kawaii-Yuki-Kun,https://github.com/anthropics/claude-code/issues/26528,[Bug] Critical Memory Leak in Claude CLI - Grows to 8.5GB+ During Code Generation
26527,"[MODEL] Model ignores MCP tool schema default values, prefers JSON over custom formats (TOON)",open,"Feb 18, 2026",,ascender1729,https://github.com/anthropics/claude-code/issues/26527,"Model ignores MCP tool schema default values, prefers JSON over custom formats (TOON)"
26525,[Bug] Welcome dialog dismisses immediately on startup,open,"Feb 18, 2026",,msokolnickiitt,https://github.com/anthropics/claude-code/issues/26525,[Bug] Welcome dialog dismisses immediately on startup. welcome box shows for a secound and then it is hidded
26524,[BUG] WHY MY CLAUDE CODE ALWAYS EXIT CODE 1 WHEN USING BASH WINDOWS,open,"Feb 18, 2026",,rmffo,https://github.com/anthropics/claude-code/issues/26524,WHY MY CLAUDE CODE ALWAYS EXIT CODE 1 WHEN USING BASH WINDOWS
26523,[BUG] Resource Exhaustion: Concurrent Agents spawn parallel dart analysis_server instances & fail to terminate with Claude Code,open,"Feb 18, 2026",,OrenSegal,https://github.com/anthropics/claude-code/issues/26523,Resource Exhaustion: Concurrent Agents spawn parallel dart analysis_server instances & fail to terminate with Claude Code
26522,[FEATURE] Native Nushell (nu) Tool Support in Claude Code,open,"Feb 18, 2026",,rintoproboresky,https://github.com/anthropics/claude-code/issues/26522,Native Nushell (nu) Tool Support in Claude Code. Preflight Checklist - [x] I have searched existing requests and this feature hasn't been requested yet - [x] This is a single feature request (not multiple features) Problem Statement Hi Anthropic Tea
26520,"[Feature Request] ExitPlanMode lacks defer/abandon option, trapping users in plan mode",open,"Feb 18, 2026",,ilepn,https://github.com/anthropics/claude-code/issues/26520,"[Feature Request] ExitPlanMode lacks defer/abandon option, trapping users in plan mode"
26519,claude --resume doesn't show all sessions and loses conversation data after restart,open,"Feb 18, 2026",,J4Rv15-AI,https://github.com/anthropics/claude-code/issues/26519,claude --resume doesn't show all sessions and loses conversation data after restart
26515,[BUG] `--plugin-dir` silently drops all but the last directory when specified multiple times,open,"Feb 18, 2026",,pers0n4,https://github.com/anthropics/claude-code/issues/26515,`--plugin-dir` silently drops all but the last directory when specified multiple times
26513,"Plugin UI shows local-scoped plugin as 'installed' in unrelated projects, blocks reinstall with different scope",open,"Feb 18, 2026",,ealexisaraujo,https://github.com/anthropics/claude-code/issues/26513,"Plugin UI shows local-scoped plugin as 'installed' in unrelated projects, blocks reinstall with different scope"
26512,[BUG] Infinite loop bug with AI being self aware,open,"Feb 18, 2026",,johnnybarhouche,https://github.com/anthropics/claude-code/issues/26512,Infinite loop bug with AI being self aware. Preflight Checklist - [x] I have searched existing issues and this hasn't been reported yet - [x] This is a single bug report (please file separate reports for different bugs) - [x] I am using the lat
26509,[BUG] claude Aborted at aarch64 native installation,open,"Feb 18, 2026",,elch10,https://github.com/anthropics/claude-code/issues/26509,claude Aborted at aarch64 native installation. Preflight Checklist - [x] I have searched existing issues and this hasn't been reported yet - [x] This is a single bug report (please file separate reports for different bugs) - [x] I am using the lat
26508,Hook transcript: tool results indistinguishable from real user messages,open,"Feb 18, 2026",,jsnider3,https://github.com/anthropics/claude-code/issues/26508,Hook transcript: tool results indistinguishable from real user messages
26507,sessions-index.json out of sync with session files; /resume picker limited,open,"Feb 18, 2026",,spamfreeuniverse,https://github.com/anthropics/claude-code/issues/26507,sessions-index.json out of sync with session files; /resume picker limited
26506,Feature request: support updatedInput in PreToolUse hooks,open,"Feb 18, 2026",,juanandresgs,https://github.com/anthropics/claude-code/issues/26506,"Feature request: support updatedInput in PreToolUse hooks. Summary PreToolUse hooks currently support `permissionDecision` (allow/deny/ask) and `additionalContext`, but do NOT support `updatedInput` for transparently rewriting tool inputs before execution"
26503,"[BUG] Cowork Windows - EPERM: operation not permitted, rename rootfs.vhdx",open,"Feb 18, 2026",,jque-designs,https://github.com/anthropics/claude-code/issues/26503,"Cowork Windows - EPERM: operation not permitted, rename rootfs.vhdx"
26502,Agent teams: TaskUpdate owner assignment sends undocumented task_assignment self-notification,open,"Feb 18, 2026",,cdubiel08,https://github.com/anthropics/claude-code/issues/26502,Agent teams: TaskUpdate owner assignment sends undocumented task_assignment self-notification
26501,"Claude Cowork: SSL error — ""ln not found"" prevents ephemeral CA certificate from installing in VM",open,"Feb 18, 2026",,eburg-15,https://github.com/anthropics/claude-code/issues/26501,"Claude Cowork: SSL error — ""ln not found"" prevents ephemeral CA certificate from installing in VM"
26500,Claude in Chrome MCP: socket path mismatch between Claude Desktop and Claude Code,open,"Feb 18, 2026",,mercurialsolo,https://github.com/anthropics/claude-code/issues/26500,Claude in Chrome MCP: socket path mismatch between Claude Desktop and Claude Code
26499,[BUG] All attempts to run shell commands result in exit code 5 (Windows Server 2025),open,"Feb 18, 2026",,wwinogrodzki,https://github.com/anthropics/claude-code/issues/26499,All attempts to run shell commands result in exit code 5 (Windows Server 2025)
26498,[BUG] claude-agent-sdk: MessageParseError on rate_limit_event message type,open,"Feb 18, 2026",,42tahara,https://github.com/anthropics/claude-code/issues/26498,claude-agent-sdk: MessageParseError on rate_limit_event message type
26497,[Feature Request] Implement async message delivery instead of polling mechanism,open,"Feb 18, 2026",,marcoabreu,https://github.com/anthropics/claude-code/issues/26497,[Feature Request] Implement async message delivery instead of polling mechanism
26493,[BUG] User message missing from JSONL transcript despite being received by the model,open,"Feb 18, 2026",,myers,https://github.com/anthropics/claude-code/issues/26493,User message missing from JSONL transcript despite being received by the model
26488,[FEATURE] Expose partial compaction as /compact --from parameter for non-interactive use,open,"Feb 18, 2026",,Woj-c,https://github.com/anthropics/claude-code/issues/26488,Expose partial compaction as /compact --from parameter for non-interactive use
26487,[FEATURE] Non-interactive mode for claude doctor,open,"Feb 18, 2026",,andybergon,https://github.com/anthropics/claude-code/issues/26487,Non-interactive mode for claude doctor. `claude doctor` exists as a CLI subcommand but requires interactive input (an Enter press) to complete
26485,"Sessions index stops updating, breaking --resume",open,"Feb 18, 2026",,piercecohen1,https://github.com/anthropics/claude-code/issues/26485,"Sessions index stops updating, breaking --resume. json` file that `--resume` relies on stopped being updated around late January / early February 2026"
26483,[BUG] browser caching through Cloudflare tunnel is genuinely tricky,open,"Feb 18, 2026",,exostaticone11,https://github.com/anthropics/claude-code/issues/26483,browser caching through Cloudflare tunnel is genuinely tricky
26482,Bash tool: echo and shell builtins fail with exit code 1 on Cygwin,open,"Feb 18, 2026",,witchel,https://github.com/anthropics/claude-code/issues/26482,Bash tool: echo and shell builtins fail with exit code 1 on Cygwin
26481,[BUG] Bash tool returns exit 1 with no output for all commands on Windows/MINGW (set -o onecmd injection),open,"Feb 18, 2026",,betaranch,https://github.com/anthropics/claude-code/issues/26481,Bash tool returns exit 1 with no output for all commands on Windows/MINGW (set -o onecmd injection)
26478,.claude/rules/ should exclude README.md from automatic loading,open,"Feb 18, 2026",,RyoHirota68,https://github.com/anthropics/claude-code/issues/26478,claude/rules/ should exclude README.md from automatic loading
26477,Feature request: Add newline insertion action for Chat keybindings,open,"Feb 18, 2026",,johnlee4989,https://github.com/anthropics/claude-code/issues/26477,Feature request: Add newline insertion action for Chat keybindings
26474,"UserPromptSubmit agent hooks fail: ""Messages are required for agent hooks""",open,"Feb 18, 2026",,dennismysh,https://github.com/anthropics/claude-code/issues/26474,"UserPromptSubmit agent hooks fail: ""Messages are required for agent hooks"""
26471,Bash shell snapshot errors on Windows with Cygwin - snapshot files not found,open,"Feb 18, 2026",,jacheut,https://github.com/anthropics/claude-code/issues/26471,Bash shell snapshot errors on Windows with Cygwin - snapshot files not found
26470,Bug: 'exec' tool schema uses 'patternProperties' causing 400 with Google Antigravity (Gemini),open,"Feb 18, 2026",,robertoecf,https://github.com/anthropics/claude-code/issues/26470,Bug: 'exec' tool schema uses 'patternProperties' causing 400 with Google Antigravity (Gemini)
26468,[FEATURE] Add /fork slash command support in VS Code extension,open,"Feb 18, 2026",,kyusic,https://github.com/anthropics/claude-code/issues/26468,"Add /fork slash command support in VS Code extension. Preflight Checklist - [x] I have searched existing issues and this hasn't been reported yet - [x] This is a single feature request Problem Statement In the CLI, users can type `/fork` to instantly for"
26465,[BUG] Syntax highlighting color boundaries misaligned with CJK (Japanese) characters in code blocks,open,"Feb 18, 2026",,tiijima2025,https://github.com/anthropics/claude-code/issues/26465,Syntax highlighting color boundaries misaligned with CJK (Japanese) characters in code blocks
26464,[Bug] File picker excludes untracked and gitignored files when git is available,open,"Feb 18, 2026",,darkkaze,https://github.com/anthropics/claude-code/issues/26464,[Bug] File picker excludes untracked and gitignored files when git is available
26463,Plugin installer uses /home/<username> instead of actual $HOME for non-standard home directories,open,"Feb 18, 2026",,kleinmatic,https://github.com/anthropics/claude-code/issues/26463,Plugin installer uses /home/<username> instead of actual $HOME for non-standard home directories
26460,[BUG]  CANNOT ACCESS CLAUDE CODE CLI ON MAX PLAN,open,"Feb 18, 2026",,SirWilliamIII,https://github.com/anthropics/claude-code/issues/26460,CANNOT ACCESS CLAUDE CODE CLI ON MAX PLAN. Preflight Checklist - [x] I have searched existing issues and this hasn't been reported yet - [x] This is a single bug report (please file separate reports for different bugs) - [x] I am using the lat
26457,[BUG] Reopening of Claude Desktop Installation Fails on Windows 11 - Signature Verification & Unable to Load #25385,open,"Feb 18, 2026",,thomasjsweet,https://github.com/anthropics/claude-code/issues/26457,Reopening of Claude Desktop Installation Fails on Windows 11 - Signature Verification & Unable to Load #25385
26456,[Bug] Agents invoked as skills unintentionally causing unpredictable behavior,open,"Feb 18, 2026",,coawazie,https://github.com/anthropics/claude-code/issues/26456,[Bug] Agents invoked as skills unintentionally causing unpredictable behavior
26455,"Feature Request: Add ""substitute"" decision type to PreToolUse hooks for result injection",open,"Feb 18, 2026",,AllCytes,https://github.com/anthropics/claude-code/issues/26455,"Feature Request: Add ""substitute"" decision type to PreToolUse hooks for result injection"
26454,[BUG] Claude Desktop UI renders as unstyled HTML after switching from Cowork tab to regular chat,open,"Feb 18, 2026",,dna20021225,https://github.com/anthropics/claude-code/issues/26454,Claude Desktop UI renders as unstyled HTML after switching from Cowork tab to regular chat
26452,[BUG] Session Disappeared After Logout / Restart of Claude Code Desktop - HOW to restore the sessions ASAP???,open,"Feb 18, 2026",,igrushkas,https://github.com/anthropics/claude-code/issues/26452,Session Disappeared After Logout / Restart of Claude Code Desktop - HOW to restore the sessions ASAP???
